motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr19	8002560	8002561	113354	5.038802	-	28.3	N1
chr17	27893426	27893427	94736	2.085554	-	28.49	N1
chr7	30938936	30938937	219171	9.877493	+	28.79	N1
chr7	98841942	98841943	223912	5.921623	-	28.85	N1
chr9	131336427	131336428	250267	13.20301	-	28.94	N1
chr2	112726900	112726901	132596	4.55677	-	29	N1
chr1	65687862	65687863	9219	8.107799	-	29.03	N1
chr17	44533696	44533697	97085	4.426128	+	29.24	N1
chr11	9535281	9535282	35628	3.432076	+	29.63	N1
chr2	46650720	46650721	127729	4.123265	-	29.97	N1
chr4	674387	674388	175466	1.988458	-	30.12	N1
chr2	9142899	9142900	124375	3.419604	+	30.27	N1
chr9	98074566	98074567	246885	5.686966	+	30.3	N1
chr19	17453611	17453612	115028	6.236783	+	30.39	N1
chr7	131692227	131692228	226287	8.066025	+	30.45	N1
chr12	52025832	52025833	50732	6.189823	+	30.69	N1
chr7	74401439	74401440	222518	2.94754	-	31.2	N1
chr9	112844862	112844863	247896	7.961741	+	31.27	N1
chr1	204941918	204941919	18739	4.746968	-	33.38	N1
chr17	76523272	76523273	100681	4.046829	+	33.47	N1
chr7	87312458	87312459	223266	4.341685	+	34.77	N1
