motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr20	34070024	34070025	146526	0.1445997	-	24.2	N3
chr6	39303364	39303365	204212	0.5233731	-	24.2	N3
chr1	150561083	150561084	14229	0.7187745	+	24.23	N3
chr11	10406309	10406310	35682	-0.1960221	+	24.26	N3
chr16	14249719	14249720	83610	0.5040524	+	24.32	N3
chr1	116817761	116817762	12213	0.506508	-	24.35	N3
chr2	174462960	174462961	136754	-0.1618107	+	24.38	N3
chr19	42325309	42325310	119256	-0.1799789	-	24.41	N3
chr17	50273326	50273327	97985	0.2963937	-	24.41	N3
chr15	65517784	65517785	76346	-0.2599803	-	24.44	N3
chr7	151168394	151168395	228037	0.5419888	+	24.47	N3
chr20	35995180	35995181	146732	0.1789473	+	24.47	N3
chr17	82037404	82037405	102130	0.3774642	-	24.47	N3
chr16	85718921	85718922	89980	0.9236795	-	24.5	N3
chr8	95057084	95057085	236312	0.01420027	+	24.5	N3
chr16	84484818	84484819	89624	0.1480732	-	24.59	N3
chr1	26620426	26620427	4927	0.1009451	+	24.65	N3
chr12	110469306	110469307	54769	0.4618705	+	24.68	N3
chr2	188524714	188524715	137503	-0.1938197	+	24.74	N3
chr9	120936697	120936698	248552	0.511201	-	24.8	N3
chr17	76868347	76868348	100750	0.4478264	+	24.8	N3
chr1	28736747	28736748	5242	0.207619	+	24.89	N3
chr7	27196374	27196375	218830	-0.03827162	+	24.95	N3
chr7	92133832	92133833	223494	0.7078268	+	24.98	N3
chr21	46225320	46225321	154291	0.04589632	+	25.01	N3
chr7	33185895	33185896	219366	-0.1598115	+	25.07	N3
chr11	18106154	18106155	36394	0.5663419	-	25.1	N3
chr6	34527330	34527331	203651	0.08387669	+	25.1	N3
chr6	149082442	149082443	210519	-0.02411059	+	25.22	N3
chr6	70706713	70706714	206245	-0.07098556	+	25.22	N3
chr6	137945108	137945109	209901	-0.000160027	-	25.25	N3
chr1	16079052	16079053	3117	0.7396838	+	25.25	N3
chr6	26341802	26341803	202480	0.1410416	+	25.25	N3
chr5	126656595	126656596	194899	-0.10113	+	25.28	N3
chr6	88870923	88870924	207189	0.01522548	-	25.34	N3
chr1	202852480	202852481	18438	-0.07960684	-	25.4	N3
chr12	56224396	56224397	51373	0.006365895	-	25.44	N3
chr3	195271676	195271677	174745	0.6353485	+	25.47	N3
chr1	47179317	47179318	7651	0.933629	+	25.59	N3
chr6	109073561	109073562	208231	0.04099672	-	25.59	N3
chr11	61797370	61797371	39198	0.04908162	+	25.65	N3
chr7	76359449	76359450	222780	-0.2111412	-	25.71	N3
chr6	38672052	38672053	204159	0.3227708	-	25.71	N3
chr11	65112680	65112681	39915	0.7559362	+	25.74	N3
chr17	39153045	39153046	96104	0.2779389	-	25.77	N3
chr19	19225283	19225284	115521	-0.1736523	-	25.77	N3
chr20	57597131	57597132	149315	1.33608	+	25.8	N3
chr6	80214614	80214615	206768	-0.2009682	+	25.92	N3
chr6	89940632	89940633	207291	-0.1270156	+	25.95	N3
chrX	11533243	11533244	253412	-0.2610055	+	26.04	N3
chr21	38126871	38126872	152805	0.4315301	-	26.13	N3
chr7	152707123	152707124	228281	0.008898821	-	26.16	N3
chr2	37396079	37396080	126931	-0.0812755	+	26.19	N3
chr2	187500132	187500133	137462	0.03421566	+	26.19	N3
chr19	41262430	41262431	119014	0.5297886	-	26.19	N3
chr1	50873546	50873547	7981	-0.2204922	+	26.25	N3
chr21	44297835	44297836	153773	-0.1656817	-	26.25	N3
chr6	41603241	41603242	204505	0.6688021	+	26.34	N3
chr6	132799135	132799136	209546	0.2281169	-	26.4	N3
chr17	27569476	27569477	94670	0.07672811	+	26.49	N3
chr2	127591644	127591645	133808	-0.1341642	+	26.52	N3
chr1	228735353	228735354	20937	0.01404825	+	26.55	N3
chr1	205791763	205791764	18893	-0.0694339	+	26.55	N3
chr1	219812811	219812812	19979	-0.08230071	-	26.55	N3
chr1	78114595	78114596	9805	-0.1402875	-	26.61	N3
chr22	23290085	23290086	155814	0.4844214	-	26.7	N3
chr4	49512709	49512710	179588	-0.07873105	+	26.76	N3
chr7	22103897	22103898	218390	-0.04496379	+	26.76	N3
chr16	84622964	84622965	89648	0.7438854	+	26.79	N3
chr19	42279941	42279942	119228	0.2155423	-	26.82	N3
chr7	149239574	149239575	227680	0.28181	+	26.92	N3
chr5	36242122	36242123	189335	0.5137365	+	26.98	N3
chr1	155062839	155062840	14836	0.880322	+	27.1	N3
chr7	1504458	1504459	216681	-0.1156654	+	27.13	N3
chr17	82494858	82494859	102269	0.1177262	-	27.16	N3
chr12	120469824	120469825	55823	0.01220112	-	27.16	N3
chr7	72915216	72915217	222276	0.1801245	-	27.25	N3
chr11	45772120	45772121	38114	0.8029896	-	27.46	N3
chr1	10032667	10032668	2208	0.841028172179128	-	27.61	N3
chr20	2688163	2688164	142630	0.1109396	+	27.61	N3
chr6	41682342	41682343	204524	0.5381177	-	27.67	N3
chr6	42214952	42214953	204612	0.2277864	-	27.7	N3
chr21	34890208	34890209	152518	0.3519339	+	27.76	N3
chr19	46662194	46662195	120045	-0.1598115	-	27.79	N3
chr3	47789287	47789288	164817	0.4653863	-	27.82	N3
chr7	98401334	98401335	223866	0.07942197	-	27.85	N3
chr8	73673180	73673181	235249	-0.2103193	+	27.88	N3
chr6	70166554	70166555	206216	-0.08063205	-	27.91	N3
chr9	96856999	96857000	246740	0.3251093	+	27.97	N3
chr8	144509851	144509852	240626	0.8510068	-	28.03	N3
chr11	66678682	66678683	40263	0.1464045	-	28.3	N3
chr7	36473552	36473553	219619	0.07321232	+	28.49	N3
chr9	129028626	129028627	249733	0.2872899	-	28.79	N3
chr1	185170611	185170612	17412	-0.01135818	-	28.85	N3
chr1	228131159	228131160	20786	0.1742543	+	28.94	N3
chr19	38243995	38243996	118482	0.07684511	+	29	N3
chr6	41776080	41776081	204543	0.4258119	-	29.03	N3
chr19	48584461	48584462	120398	1.013387	-	29.24	N3
chr8	41828972	41828973	233205	0.1732291	-	29.63	N3
chr6	144585416	144585417	210283	-0.1736523	+	29.97	N3
chr19	38637000	38637001	118563	1.41078	+	30.12	N3
chr7	8296257	8296258	217747	0.1180161	-	30.27	N3
chr1	203340248	203340249	18520	1.3048	+	30.3	N3
chr1	167442334	167442335	16139	0.2471071	-	30.39	N3
chr7	156909076	156909077	228772	-0.1791322	+	30.45	N3
chr19	2156162	2156163	111906	0.4820379	+	30.69	N3
chr1	179706525	179706526	16961	0.05925456	+	31.2	N3
chr8	145026893	145026894	240719	-0.09977425	+	31.27	N3
chr6	2989169	2989170	200693	-0.1799789	-	33.38	N3
chr11	118690248	118690249	44746	0.08142112	-	33.47	N3
chr8	144805202	144805203	240684	0.2529423	-	34.77	N3
